"WorkID","Title","Year","YearInt","Printer","PlacePub","Genre","SubGenre","Citation","Composed","Notes"
4181,"Three Dialogues between Hylas and Philonous: The design of which is plainly to demonstrate the reality and perfection of human knowledge, the incorporeal nature of the soul, and the immediate providence of a Deity: in opposition to Sceptics and Atheists .Also to open a method for rendering the Sciences more easy, useful, and compendious.","1713",1713,"","London","Prose","Philosophy; Dialogue; British Empiricism","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
4182,"The King and the Shepherd [from Miscellany Poems, On Several Occasions. Written by a Lady]","1713",1713,"Printed for J. B. and Sold by Benj. Tooke ... William Taylor ... and James Round [etc.]","London","Poetry","","","",""
4183,"Peace. A Poem: Inscribed to the Right Honourable The Lord Viscount Bilingbroke","1713",1713,"Printed for John Barber ... and Henry Clements [etc.]","London","Poetry","","","",""
4184,"To the Honourable The Lady Mary Bertie, Occasion'd By Her Immoderate Grief for the Death of Her Brother. [from Poems upon several Occasions. By Mr. Smith]","1713",1713,"H. Clements","London","Poetry","","","",""
4185,"Ode for Music on St. Cecilia's Day","1713",1713,"","","Poetry","Ode","","w. c. 1708",""
4186,"A Rhapsody Upon a Lobster. Poem Burlesque [from Poems upon several Occasions. By Mr. Smith]","1713",1713,"H. Clements","London","Poetry","Burlesque","","",""
4187,"Song. O my dear Lady! O my Lady dear! [from Poems upon several Occasions. By Mr. Smith]","1713",1713,"H. Clements","London","Poetry","","","",""
4188,"The Force of Wine: A Dithyrambick [from Poems upon several Occasions. By Mr. Smith]","1713",1713,"H. Clements","London","Poetry","Dithyrambick","","",""
4189,"Three Dialogues between Hylas and Philonous: The design of which is plainly to demonstrate the reality and perfection of human knowledge, the incorporeal nature of the soul, and the immediate providence of a Deity: in opposition to Sceptics and Atheists .Also to open a method for rendering the Sciences more easy, useful, and compendious.","1713",1713,"","London","Prose","Philosophical Dialogue; British Empiricism","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
4190,"An Epistle to the Right Hon. George Lord Lansdowne.","1713",1713,"","","Poetry","Peace Poem","","",""
4191,"<i>Guardian</i>, No. 161","1713",1713,"","London","Prose","Essay","<i>Cato: A Tragedy and Selected Essays</i>, ed. by Christine Dunn Henderson and Mark E. Yellin, with a Foreword by Forrest McDonald (Indianapolis: Liberty Fund, 2004).","September 15, 1713",""
4192,"A Pindarick Poem Upon the Hurricane in November 1703, referring to this Text in Psalm 148. ver. 8. Winds and Storms fulfilling his Word. [from Miscellany Poems, On Several Occasions. Written by a Lady]","1713",1713,"Printed for J. B. and Sold by Benj. Tooke ... William Taylor ... and James Round [etc.]","London","Poetry","Pindarick Poem","","",""
4193,"The Wife of Bath. A Comedy. As it is Acted at the Theatre-Royal in Drury-Lane, by Her Majesty's Servants. By Mr Gay","1713",1713,"Printed for Bernard Lintott [etc.]","London","Drama","Comedy","","first performed: 12 May 1713.",""
4194,"The Ingrate. [from Poems upon several Occasions. By Mr. Smith]","1713",1713,"H. Clements","London","Poetry","","","",""
4195,"A sermon preach'd at the ordination of Mr. Atkinson, in London, Jan 7, 1712/13. By Matthew Henry, ... Together with Mr. Atkinson's confession of his faith ... And an exhortation to him ... by Jeremiah Smith","1713",1713,"Printed for J. Lawrence; R. Robinson; N. Cliff and D. Jackson","London","Prose","Sermon","Henry, Matthew. <u>A sermon preach'd at the ordination of Mr. Atkinson, in London, Jan 7, 1712/13. By Matthew Henry, ... Together with Mr. Atkinson's confession of his faith ... And an exhortation to him ... by Jeremiah Smith</u>. London, 1713. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group. http://galenet.galegroup.com/servlet/ECCO","",""
4196,"To a Jilting Mistress. [from Poems upon several Occasions. By Mr. Smith]","1713",1713,"H. Clements","London","Poetry","","","",""
4197,"The Principles of Philosophy, or, the Monadology","1714",1714,"","","Prose","Philosophy; Continental Rationalism","Leibniz, G. W. <u>Philosophical Essays</u>. Ed. and Trans. Roger Ariew and Daniel Garber. Indianapolis and Cambridge: Hackett Publishing Co., 1989.","",""
4198,"The Rape of the Lock: An Heroi-comical Poem in Five Canto's","1714",1714,"","","Poetry","Mock-Heroic","","w. 1712",""
4199,"The Republican Procession; Or, The Tumultuous Cavalcade. A Merry Poem","1714",1714,"","[London]","Poetry","","","",""
4200,"The Fable of the Bees: Or Private Vices, Publick Benefits.","1714",1714,"Tonson","London","Prose","Political Philosophy; Moral Philosophy","Mandeville, B. <u>The Fable of the Bees</u>. Ed. F.B. Kaye.Indianapolis: Liberty Fund, 1988. (orig.) Oxford: Clarendon Press, 1924. ","1st edition in 1714, 3rd in 1723. Based on 6th.",""
4201,"The Fable of the Bees: Or Private Vices, Publick Benefits.","1714",1714,"Tonson","London","Prose","Political Philosophy; Moral Philosophy","Mandeville, B. <u>The Fable of the Bees</u>. Ed. F.B. Kaye.Indianapolis: Liberty Fund, 1988. (orig.) Oxford: Clarendon Press, 1924. ","1st edition in 1714, 3rd in 1723. Based on 6th.",""
4202,"The Fable of the Bees: Or Private Vices, Publick Benefits.","1714",1714,"Tonson","London","Prose","Political Philosophy; Moral Philosophy","Mandeville, B. <u>The Fable of the Bees</u>. Ed. F.B. Kaye.Indianapolis: Liberty Fund, 1988. (orig.) Oxford: Clarendon Press, 1924. &lt;<a href=""http://oll.libertyfund.org/Texts/LFBooks/Mandeville0162/FableOfBees/0014-01_Bk.html#hd_lf14v1.head.037"">http://oll.libertyfund.org/Texts/LFBooks/Mandeville0162/FableOfBees/0014-01_Bk.html#hd_lf14v1.head.037</a>&gt;","1st edition in 1714, 3rd in 1723. Based on 6th.",""
4203,"The Fable of the Bees: Or Private Vices, Publick Benefits.","1714",1714,"Tonson","London","Prose","Political Philosophy; Moral Philosophy","Mandeville, B. <u>The Fable of the Bees</u>. Ed. F.B. Kaye.Indianapolis: Liberty Fund, 1988. (orig.) Oxford: Clarendon Press, 1924. Etext at http://oll.libertyfund.org/Texts/LFBooks/Mandeville0162/FableOfBees/0014-01_Bk.html#hd_lf14v1.head.037","1st edition in 1714, 3rd in 1723. Based on 6th.",""
4204,"Pr&aelig;-existence. A Poem, In imitation of Milton.","1714",1714,"Printed for John Clark","London","Poetry","","Evans, Abel. <u>Pr&aelig;-Existence. A Poem, in Imitation of Milton</u>. London: Printed for John Clark, 1714. Chadwyck-Healey English Poetry Full-Text Database: Cambridge, 1992.","",""
4205,"Another Original Canto of Spencer: Design'd as Part of his Fairy Queen, but never Printed. Now made Publick, By Nestor Ironside","1714",1714,"Printed for James Roberts","London","Poetry","Spenserian","","",""
4206,"An Original Canto of Spencer: Design'd as Part of his Fairy Queen, but never Printed. Now made Publick, By Nestor Ironside","1714",1714,"Printed for A. Baldwin","London","Poetry","Spenserian","","",""
4207,"A New Rehearsal, or Bays the Younger. Containing an Examen of The Ambitious Stepmother. Tamerlane, The Biter, Fair Penitent, Royal Convert, Ulysses, And Jane Shore. All Written by N. Rowe. Also A Word or Two upon Mr. Pope's Rape of the Lock. To which is prefix'd, a preface in Vindication of criticism in General, by the late Earl of Shaftsbury","1714",1714,"Printed for J. Roberts [etc.]","London","Drama","Burlesque","","first performed: Unknown or unacted.",""
4208,"The Rape of the Lock: An Heroi-comical Poem in Five Canto's","1714",1714,"","","Poetry","Mock-Heroic","Pope, Alexander. <u>The Poems of Alexander Pope</u>. A One-Volume Edition of the Twickenham Text with Selected Annotations. Ed. John Butt. New Haven: Yale UP, 1963.","w. 1712",""
4209,"The Iliad of Homer, Translated by Mr. Pope","1715",1715,"Printed by W. Bowyer, for Bernard Lintott [etc.]","London","Poetry","Epic; Translation","","",""
4210,"Liberty and Property. A Satyr. [from State Tracts: Containing Many Necessary Observations and Reflections on the State of our Affairs at Home and Abroad; With some Secret Memoirs. By the Author of the Examiner]","1715",1715,"Printed, and sold for the Benefit of the author, by George Sawbridge ... Robert Knaplock and Henry Clements [etc.]","London","Poetry","Satire","","",""
4211,"Exilius; or, The Banish'd Roman. Written (after the Manner of Telemachus) for the Instruction of some Young Ladies of Quality. ","1715",1715,"Printed for A. Bettesworth,...and E. Curll [etc.]","London","Prose Fiction","New Romance","","",""
4212,"The Country Lasses: or, The Custom of the Manor. A Comedy. As it is Acted at the Theatres. Written by Mr. Johnson","1715",1715,"Printed by S. Powell, for George Rish, George Ewing [etc.]","Dublin","Drama","Comedy","","first performed: 4 Feb 1715",""
4213,"A Translation of Ode iii. l. 1. in <i>Horace</i>. [from Works]","1715",1715,"","London","Poetry","Ode; Translation","","",""
4214,"Job's Trial under the Persecutions of Satan. [from State Tracts: Containing Many Necessary Observations and Reflections on the State of our Affairs at Home and Abroad; With some Secret Memoirs. By the Author of the Examiner]","1715",1715,"Printed, and sold for the Benefit of the author, by George Sawbridge ... Robert Knaplock and Henry Clements [etc.]","London","Poetry","","","",""
4215,"The x. Ode in <i>Horace</i> l. 3. Paraphrased. [from Works]","1715",1715,"","London","Poetry","Ode; Translation","","",""
4216,"The Royal Prophetess. An Heroick Poem. [from State Tracts: Containing Many Necessary Observations and Reflections on the State of our Affairs at Home and Abroad; With some Secret Memoirs. By the Author of the Examiner]","1715",1715,"Printed, and sold for the Benefit of the author, by George Sawbridge ... Robert Knaplock and Henry Clements [etc.]","London","Poetry","Heroick Poem","","",""
4217,"The history of The Old Testament In verse: With One Hundred and Eighty sculptures: In Two Volumes. Vol. I. From the Creation to the Revolt of the Ten Tribes from the House of David. Vol. II. From that Revolt to the End of the Prophets. Written by Samuel Wesley ... The Cuts done by J. Sturt","1715",1715,"Printed for Benj. Cowse and John Hooke [etc.]","London","Poetry","","","",""
4218,"Exilius; or, The Banish'd Roman. Written (after the Manner of Telemachus) for the Instruction of some Young Ladies of Quality. ","1715",1715,"Printed for A. Bettesworth, ... and E. Curll [etc.]","London","Prose Fiction","","","",""
4219,"A Satire upon an ignorant Quack, that murder'd a Friend's Child, and occasion'd the Mother, upon the News of it, to Miscarry. [from Works]","1715",1715,"","London","Poetry","Satire","","",""
4220,"The General Lover [from Works]","1715",1715,"","London","Poetry","Satire","","",""
4221,"The History Of The Grand Rebellion; Containing the most Remarkable Transactions From the beginning of the Reign of King Charles I. To The Happy Restoration. Together with the Impartial Characters Of The Most Famous and Infamous Persons, for and against the Monarchy. Digested into Verse, in Imitation of the Lord Clarendon's History of the same. By Edward Ward","1715",1715,"Printed for John Nicholson...and Sold by J. Morphew [etc.]","London","Poetry","History","","",""
4222,"The Humours of Elections. And a Cure for Cuckoldom: or the Wife Well Manag'd. Two farces. By the Author of the Gamester","1715",1715,"Printed for J. Roberts [etc.]","London","Drama","Farce","","",""
4223,"Philosophical Principles of Religion","1715",1715,"","London","Prose","Philosophy","","2nd edition",""
4224,"T. Lucretius Carus, of the nature of things, in six books, translated into English verse; by Tho. Creech, A.M. ... In two volumes. Explain'd and illustrated with notes and animadversions; being a compleat system of the Epicurean philosophy.","1715",1715,"Printed by J. Matthews for G. Sawbridge; and sold by J. Churchill and W. Taylor; J. Wyat, and R. Knaplock; R. Parker, G. Strahan, and J. Phillips; B. Tooke and R. Goslin; J. Brown; J. Tonson; W. Lewis; J. Harding; and J. Graves","London","Poetry","Translation","Lucretius Carus, Titus. T. Lucretius Carus, of the nature of things, in six books, translated into English verse; by Tho. Creech, A.M. ... In two volumes. Explain'd and illustrated with notes and animadversions; being a compleat system of the Epicurean philosophy. Vol. 1. London, 1715. 2 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","first published 1682",""
4225,"The British Court: A Poem, &c. [from State Tracts: Containing Many Necessary Observations and Reflections on the State of our Affairs at Home and Abroad; With some Secret Memoirs. By the Author of the Examiner]","1715",1715,"Printed, and sold for the Benefit of the author, by George Sawbridge ... Robert Knaplock and Henry Clements [etc.]","London","Poetry","","","",""
